start,end,speaker,text
01:26:07.830,01:26:08.940,spk_3,"so,"
01:26:08.950,01:26:20.560,spk_0,"unless there has been a spectacular breakdown in communication, it is the norm for the alleged abuser to be represented"
01:26:20.640,01:26:21.300,spk_3,"through"
01:26:21.310,01:26:42.660,spk_0,"counsel or indeed experienced solicitor advocate. That is not the position that we face day by day, in private law proceedings. Increasingly, and Your Lordships will be fully aware of this, there are very few private law litigants"
01:26:42.660,01:26:44.050,spk_3,"who qualify for public"
01:26:44.050,01:29:13.500,spk_0,"funding, and so it tends to be those who can afford to pay, or those who fall right under the benefit line, and are able to claim public funding. Most of these cases are now done with at least one unrepresented parent. And it was rightly indicated earlier, allegations of sexual or physical or indeed emotional abuse, made within private law proceedings are frequently not the subject of ABE interviews, for all sorts of reasons, family want to keep it private, certainly we are absolutely familiar with the sort of last throw of the dice, I'm going to make sure that this parent doesn't have contact with a false allegation of sexual abuse. Who is going to call the child, is the child going to be called by a parent to give evidence against the other parent? Because frequently the child won't be represented within the private law proceedings. If that's going to happen, do you appoint a Rule 9.5 guardian so the child is represented, but how, then do you deal with the cross-examination of that child? We think there are really serious issues which arise in the public law arena, and ironically, we would say it's an arena in which you're more likely to find allegations being fabricated. You mean private law? I'm so sorry, private, yeah. That's the arena where you're going to find the fabricated allegation, the embellished allegation, fact finding in private law is a very, very difficult task, which is carried out extremely well by the district judges up and down the land, but the fact of the matter is that the resolution of, say, an allegation of sexual abuse within the private law arena as it stands, risks the child being called and or being cross-examined by a parent, which, in our submission, would be wholly unacceptable."
01:29:14.560,01:29:21.000,spk_1,"By a parent in person, because the criminal law prohibition doesn't apply."
01:29:21.010,01:29:22.180,spk_0,"Quite."
01:29:23.920,01:29:32.300,spk_4,"And all this is within the same statutory instruments, is it, which make hearsay evidence admissible automatically?"
01:29:32.300,01:31:37.220,spk_0,"Yes, and I have to say, I mean quite understand why, in relation to this specific appeal, our attention's been on Section 31, but I think it's important that we recognise that the decisions here are going to have a far, far greater import than in a sexual abuse allegation in Section 31. The inquisitorial nature of childrens' proceedings applies in private law proceedings, as much as it does in care proceedings, there may not be authority for that proposition, but it's obviously correct. Absolutely. I don't believe it to be controversial, Mr Geekie will tell me if he thinks it is, so the judge would, or the court, would be in charge in the same way, as to what to do about a particular piece of hearsay evidence, and how to arrange for it to be challenged if the judge thought that that was necessary, in the circumstances. But in terms of, if you set, and I think we are very much in line behind the local authority in terms of favouring some clarification from this Court about the current position, those considerations will apply equally in the private law arena. And I do think we have to have strongly in mind, when there is a suggestion that there shouldn't be a starting point, and I think it really goes to that point, if you start with a blank canvas, as suggested by Mr Geekie, and you just factor in all of the issues as you go, we think there is a real risk of importing into the private law arena, a completely inappropriate involvement by the child in the evidence building process."
01:31:37.690,01:31:39.660,spk_1,"The issue comes down to this, does it not, the"
01:31:39.670,01:31:40.800,spk_0,"question"
01:31:40.800,01:31:47.550,spk_1,"is whether the erection of a presumption is the most efficacious way of protecting the child's interests."
01:31:47.560,01:31:49.330,spk_0,"Yes. I"
01:31:49.330,01:32:07.470,spk_1,"mean an alternative of looking at it, is to say, Well, of course, in every case, the risk of a child being damaged will loom large, and therefore must be given very serious consideration in every instance. In that way, you're not constructing a presumption."
01:32:07.590,01:32:08.550,spk_0,"Presumption"
01:32:08.550,01:32:24.670,spk_1,"inevitably means a skewing of the litigation in favour of one, not necessarily one party, but one outcome. The question is whether it's better, rather than doing that in an arguably artificial way,"
01:32:25.180,01:32:25.460,spk_3,"it's"
01:32:25.460,01:32:46.130,spk_1,"better that you recognise that in every case, the risk of damage to the child, whether it be the trauma involved in giving evidence, or it be the undesirability of being cross-examined by its own parent, that that will always be a matter to be given very serious consideration."
01:32:46.820,01:32:49.770,spk_0,"We think, with respect, that"
01:32:49.780,01:32:51.220,spk_3,"the better"
01:32:51.220,01:33:00.350,spk_0,"way, and we are not in our submissions going to be suggesting there should be a presumption, we are saying there should be a starting"
01:33:00.350,01:33:00.960,spk_3,"point."
01:33:01.680,01:33:02.440,spk_0,"What's the"
01:33:02.440,01:33:03.700,spk_4,"difference? Well,"
01:33:03.710,01:33:06.160,spk_0,"it may be, but in a sense --"
01:33:06.840,01:33:07.100,spk_3,"are"
01:33:07.100,01:34:29.810,spk_0,"we looking, when it is said, inevitably in that exercise the damage to the child of giving evidence is going to be an important weight in the balance, are we not there making a distinction without a difference? We would say it's far better, in the child's point of view, to be up front about it. We say that it isn't possible, with respect, to have a level playing field in circumstances such as this, if you've got adult competing litigants, with their different cases to run, absolutely, the same considerations apply. But when you are looking at children giving evidence, that is not, with respect, we say, the same thing at all, as an adult party giving evidence, and you have to, because of the inherent damage in it, because of that recognition, we do say that you have to put that right at the forefront with all the factors to be balanced against that in place. But we say in order to protect the child in the process, you have to have that as a starting point."
01:34:29.820,01:34:50.060,spk_4,"I mean you said that, you referred us to Lord Nicholls' statement about a child just over 17, and you said yourself, there was real unease in the profession about the rigid way in which the present approach operates at the upper level of age. Well, that immediately indicates that it can't be the same force in every"
01:34:50.060,01:34:50.710,spk_0,"case. No."
01:34:50.820,01:35:07.400,spk_4,"So, if it can't be the same force of every case, why isn't it an important factor, but nonetheless only one factor, in an exercise which actually involves a lot of people's different rights?"
01:35:07.410,01:36:45.330,spk_0,"Yes, but we would say on behalf the child, I'm afraid, that there has to be, because of that particular vulnerability, and because of the process, that there has to be some built-in protection, and we say that's the best way of doing it. Can I come to the issue of age? Because we we flag in our statement of case a possibility that we see, not necessarily for now, but for consideration in conjunction with the Family Justice Council, and I'll explain how we came up with our ages in a moment, but we would certainly say that within the factors to be considered, we can see no reason why a judge should not be told that the way in which to approach the chronological issue, is that the older the child chronologically, obviously [inaudible] with issues of physical, mental health, learning disability, that, with age, the, can I just, I'm just pausing because I. Yes, I was looking for the word that I'd written down for myself. The older the child, we say, the stronger will be the expectation that that child will be able to"
01:36:45.340,01:36:46.060,spk_3,"cope"
01:36:46.360,01:38:10.770,spk_0,"with the emotional difficulties of giving evidence. And we say that that should be specifically part of the counterbalancing features. So the older the child, the stronger will be the expectation that they will be able to cope. And we say, it's in that way that you factor in age, and that if you simply take out consideration at the very forefront of the decision-making process, that, and I don't think we would dissent, with respect, from the wording, My Lord, that was used earlier, that it was likely to be damaging. We wouldn't dissent from that proposition. But we say that in order to protect the child, to ensure that the process is as fair as possible, and in that respect, it's not just about fairness to the person who's being accused, it's about the fairness of the actual process itself and the results that that brings forth for a child at the end of the day. And we've thought, I have to say, long and hard, and can I say I've had"
01:38:11.710,01:38:11.940,spk_3,"a"
01:38:11.940,01:40:07.080,spk_0,"brief opportunity to talk to Cafcass legal, and their views about it, and to a certain extent, those are incorporated in this document. But Cafcass overall, and not just about this guardian, would be immensely concerned, at this stage, at the suggestion that the situation that we have now, which starts with, It's damaging for children to give evidence, that should be displaced in any significant way. We say there are ways in which Article 6 can be respected, even more so, than I think obliquely it is now. We do say there are ways in which that you can build in that particular issue about the older child, but we do say that to go any further than that, at this stage, without a proper evidential base for it, risks huge ramifications for the child, which, frankly, we're not in a position to assess at this stage and, you'll see from my statement of case, that we are very concerned about the child who, now, if we go down a track where that presumption, whatever you call it, the starting point, the presumption, is shifted, we say that many more children are going to be brought into the situation where they're giving evidence twice, and that's likely to be care followed by crime, in reality, that's how it's working out on the Circuit, certainly, I don't know about London, but certainly on the Circuit care proceedings coming in 6 to 8 months before the criminal proceedings"
01:40:07.080,01:40:07.700,spk_3,"are coming on. And"
01:40:08.510,01:40:10.150,spk_0,"we have no idea,"
01:40:10.160,01:40:13.470,spk_1,"what's the position, you say, happening? On"
01:40:13.470,01:40:14.170,spk_0,"the ground."
01:40:14.180,01:40:18.930,spk_1,"On the ground, I apprehend, you're having your care proceedings without the child being called."
01:40:18.940,01:40:21.020,spk_0,"Yes. What"
01:40:21.020,01:40:31.120,spk_1,"are you contemplating as the result of those before the criminal trial, that the accusation is found -- established on the balance of probabilities, or not?"
01:40:32.150,01:40:32.440,spk_0,"I'm"
01:40:32.440,01:40:35.650,spk_1,"asking what you're telling us about the practical experience on Circuit?"
01:40:35.650,01:40:42.470,spk_0,"The practical experience on Circuit is that the first set of proceedings, in time, are the care proceedings."
01:40:42.480,01:40:44.190,spk_1,"Quite. Child not called."
01:40:44.190,01:40:46.970,spk_0,"At the moment, child not called."
01:40:46.980,01:40:47.880,spk_1,"Result?"
01:40:48.180,01:40:58.640,spk_0,"Result, by and large, you get some sort of outcome on the fact finding, and it moves on from there. The child."
01:40:58.640,01:41:10.980,spk_1,"Sorry, what sort of fact -- what sort of result, are they mostly found that he accusations are upheld? If they're not, are they followed by a criminal case?"
01:41:11.770,01:41:30.110,spk_0,"Oh, yes. Again, you can only, I can only say that this is anecdotally, but my experience is that the police really take no interest in what has happened in the care proceedings. Which one has to,"
01:41:30.120,01:41:31.050,spk_1,"but the CPS don't either?"
01:41:33.960,01:42:10.950,spk_0,"No, no. Because all sorts of different parts of the evidence are available in the care proceedings which won't be involved in the crime. We find that there is very, very little cross pollination between the two. And that's the reality of it. And so, at the moment, the child usually knows the outcome of the, certainly the fact finding stage, and pretty well knows the outcome for itself, before it gets into the Crown Court,"
01:42:10.990,01:42:11.590,spk_3,"quite"
01:42:11.590,01:42:29.870,spk_0,"frequently. But of course, it's only giving evidence once, and it's putting in the additional stage, where we say you've got the evidence in the care proceedings, and then the child having to wait to give evidence again, in a different"
01:42:29.870,01:42:30.910,spk_3,"forum."
01:42:30.920,01:42:45.820,spk_0,"We say, we don't know because nobody has done the work on it, but we say, potentially hugely damaging for a child if it's got to go through that process twice. The only way it wouldn't normally go through that process twice, is if there was a"
01:42:45.820,01:42:46.740,spk_2,"retrial."
01:42:49.600,01:43:19.050,spk_0,"But currently, a child will only expect to give live evidence on one occasion, and that will be in the criminal proceedings. And we say you have to take into account that potential impact, if it's already had to go through the mill once, and potentially then twice. And we say that measuring up actually makes quite depressing reading at chapter 9. Just"
01:43:19.050,01:43:20.280,spk_1,"remind us where measuring"
01:43:20.280,01:43:20.710,spk_0,"up?"
01:43:23.220,01:43:24.370,spk_3,"Yes, tab, so sorry"
01:43:25.690,01:43:26.400,spk_1,"It's in"
01:43:26.510,01:43:29.220,spk_0,"the fourth bundle, and it's at tab 44."
01:43:29.230,01:43:29.890,spk_1,"Yeah."
01:43:30.400,01:43:34.210,spk_0,"[Pause, pages turning]."
01:43:37.680,01:43:38.060,spk_4,""
01:43:45.190,01:44:04.720,spk_0,"Could I just, as a complete side note, and while I remember it, we were discussing I think yesterday about Section 28 which, of course, is the implementation of the second part of Pigott, the reference to what's happened to that appears at page 33 of measuring"
01:44:04.720,01:44:05.460,spk_3,"up,"
01:44:13.770,01:44:20.310,spk_0,"and it appears that there was a government announcement in 2004 not to implement the provision"
01:44:20.320,01:44:21.130,spk_3,"on pre-trial"
01:44:21.130,01:45:05.190,spk_0,"cross-examination based in part on a briefing paper suggesting case processing has dramatically changed in recent years, and I think probably a statement of hope or expectation. My reading of that paragraph was that, what was being said is, Well, because we've given, in principle, priority to children's cases, therefore, it's not required that we put in this extra stage. That experience is not borne out, certainly, by the findings here. And in fact, on the previous page,"
01:45:10.410,01:45:10.670,spk_4,"the"
01:45:10.670,01:47:10.940,spk_0,"study deals with priority listing. But unfortunately the statistics which follow, and we've just referenced the page number, but 34, they set up the experience of time to trial, Crown Court, I think the 67 months is probably exceptional, but the average time for the wait for a Crown Court trial is 13 months, between reporting offences and trial, and the statistics are there and actually they make very gloomy reading, frankly, because Pigott was driven, and indeed, every consideration about special measures have been driven on the basis that children need priority and a quick decision, and it's not happening on the ground, that is not happening. And in a sense, I think there's a, we do have to reflect that, when we're thinking about the broader canvas and how these children are in the care system. But chapter 9, which is the chapter that I just wanted to have a quick look at in terms of children's experiences, and I do say that this makes depressing reading, because round about a third of children experiencing giving evidence, are identifying hostility, a lack of politeness, aggression, all those sorts of adjectives, from advocates cross-examining them in the Crown Court. Now, of course, that's a matter of perception, and what one child sees as aggression, its parent may see as a perfectly appropriate set of questioning. But --"
01:47:12.230,01:47:12.690,spk_1,"You do"
01:47:12.690,01:47:17.610,spk_4,"equate that sort of perception with trauma?"
01:47:19.900,01:47:20.790,spk_3,"Why"
01:47:20.790,01:47:28.110,spk_4,"does one assume, I mean, children can be quite blunt in their comments without"
01:47:28.120,01:47:29.020,spk_0,"feeling"
01:47:29.020,01:47:31.720,spk_4,"trauma about what they've experienced?"
01:47:31.730,01:49:28.110,spk_0,"The problem is, I don't think we've done that piece of work. I think this goes so far, but it does have its limitations, rightly identified by Ms Davis, these are, 97%, children in families supported by their families, it doesn't deal with the children in the care system, and we would say that this is one of the issues that the Family Justice Council needs to be considering in it steps forward, because we do think that there is a place for a multidisciplinary approach to this, we can see that Dr [inaudible] was very prominent in the discussions that led to Pigott, and I anticipate that that is the sort of evidence that the Family Justice Council is going to have to gather, because I agree, that you have the statistic, what is the causal connection into trauma and so forth? And we simply don't know what the answer is. And what we are saying is that, until you know that answer, until you've got some indication of what that answer would be, you cannot, at this stage, take a massive leap forward, and simply assume, Well, you know, the Family [inaudible] Division will get it right, people are sensible, they're sensitive in their questioning, it will be okay, because, frankly, we're not sure that that is the case. And that is why we support the work of the Family Justice Council, I have to say, because we do absolutely agree with, I think it's at paragraph 30 of Lord Justice Wall's judgment, when he said that, the time is right for us to be thinking about the possibility of change. We absolutely agree, and we agree for the reasons that I've outlined right at the beginning."
01:49:29.460,01:49:31.630,spk_1,"Which part of chapter 9 are we to be looking"
01:49:31.630,01:50:15.230,spk_0,"at? Well, I think, certainly 9.1 is a snapshot, in terms of how people were perceived, it then goes on to consider how children understood the questions that they were being asked, only 50% were saying that they understood all the questions, there's criticism of long words, double negatives within questions, and unfortunately, the whole of that chapter, which deals with"
01:50:15.960,01:50:16.470,spk_3,"how"
01:50:16.470,01:50:56.830,spk_0,"children understand questions, the complexity of what they're asked, their actual experience of being asked questions, and the misunderstandings that arise, are dealt with, effectively, right through this chapter. 9.4 at 115, frankly, I think most of us would look -- if you look in the box at the bottom of there, he, the defence lawyer said, Do you think I'm nice looking? I said, No, he said, Would you kiss me? I said, no."
01:50:56.840,01:50:58.030,spk_1,"Well, that ought to have been stopped. I mean, that's just ridiculous."
01:50:58.030,01:51:13.970,spk_0,"Well, that is absolutely right, and the question one would be asking about that is, how on Earth did these questions come to be asked in the first place? And so, whilst respecting the policy and the legislation that"
01:51:13.980,01:51:14.670,spk_3,"is"
01:51:14.670,01:52:59.710,spk_0,"there in special measures and asks us within the justice system to respect, the conclusion of measuring up is that there is a real gulf between that policy and legislation, and the actual culture that is working out on the ground. And we do say that that has real implications when we are thinking about the family justice system, and the possibility of opening up this area, this has to be put into the balance. Now, whether these statements, these sentiments, these expressions from children, actually feed in to harm, whether quantifiable or not, is something we simply don't know, at the moment, and I think that, that for us is a real concern. But in a situation where a study such as as this, is showing that real gulf between expectation and practice, we have to be taking that into account when we decide what is the right way forward for children within the family justice system, when we can see, at least by way of a snapshot, what is happening under special measures. I feel slightly as if I'm jumping around, but the Court has heard about the evolution and the real issues, and what I'm trying to do is highlight the issues that perhaps we haven't thought"
01:52:59.710,01:53:00.850,spk_3,"about or I"
01:53:00.850,01:53:20.020,spk_0,"just want to highlight from a different perspective. Can I just pick up on an issue that was raised by MS Davis, but is a real issue for Cafcass, which is the practicalities of children giving evidence and, of course, much, I'm so sorry [pause]."
01:53:21.730,01:53:22.390,spk_1,"Much"
01:53:22.390,01:54:00.180,spk_0,"resource has been applied to ensuring that within the criminal justice system, the facilities are there, set up for children to give evidence in accordance with special measures, and where you have a combined court centre, as you do in Portsmouth, we make arrangements to use the Crown Court when, on the odd occasion, a child gives evidence within family proceedings, that's how you would do it. The difficulty is that some of the county courts simply do not"
01:54:00.190,01:54:01.750,spk_3,"have the"
01:54:01.750,01:54:05.800,spk_0,"facilities to implement a special measures type"
01:54:05.800,01:54:06.970,spk_3,""
01:54:06.980,01:54:32.420,spk_0,"arrangement for children giving evidence in family proceedings. And again, I'm sure I'll be corrected if I'm wrong about this, but just taking, for example, the registry, currently there is one court set up that can receive a video link, and it's not set up for children giving evidence at all, but there is one court, Court 20, has the video link facilities."
01:54:33.330,01:54:34.590,spk_1,"This is in the RCJ?"
01:54:34.590,01:54:36.360,spk_0,"This in the Principal Registry in High Holborn."
01:54:36.360,01:54:36.930,spk_1,"Right."
01:54:40.610,01:55:46.150,spk_0,"The way in which that link works is that the witness can only see the back of the judge's head because of where the camera is set up, and the fact that you can't manipulate the bench, it's a very small court, anyway. What the witnes sees is the back of the judge's head, and that is it, there's no direct, unless the judge physically turns around 180, the judge can't see, the witness can't see the judge's face. And so what's happening is that we are decamping down to St Dunstans House, where the video link facilities are a little better, but not much, in order to activate the witness link, and in a recent case we went down there, I think, six times during the course of three weeks. That is, I'm afraid, no way to receive children's evidence, special measures protected, or no."
01:55:46.560,01:56:26.270,spk_4,"I'm not quite sure where it fits in to the argument. I mean, if the contrary view is that, in the interests of justice, actually, you should, in a particular case, be hearing the evidence of the child, it's not a very easy answer to say, Well, it just happens that in this part of the country or London, there isn't the facility, there very well should be, and, I mean, the reality is that, if one is not able to do justice, one simply, the country is simply in breach of the Convention, but that's not a very satisfactory answer in the instant case."
01:56:26.280,01:57:44.410,spk_0,"No, it isn't that, but certainly what we would be saying is that as part of the factors that you've got to take into account, it is not necessarily straightforward simply to say we can move special measures into family, because we like the way the arrangement is structured, we've got real practical issues to consider, and that will have to take into account, with respect, the prospect of transfer between court centres, and we only flag it as a practical issue but again to be factored into the situation, because the family justice system simply isn't set up in a way that makes special measures an easy route to adopt. Now it's not, that's not a reason for not going there, but it is a reason for taking real care about how you deal with these cases and how you approach them, and Cafcass, particularly, wanted me to flag that up. We don't have to think only in terms of special measures, as they operate in criminal. No, no we don't. Of course, as I think was probably said on more than one occasion, because we are here dealing with how the court deals with, what is admissible evidence, there are a large number of other things that might be, strategies that might be adopted in order to make it possible"
01:57:44.410,01:57:45.520,spk_3,"to put"
01:57:45.530,01:58:30.920,spk_0,"an alternative point of view to the child. And I think then the question that that begs is, Do we do that via this Court giving its guidance, or do we have to await Family Justice Council to think about. Our problem is, that we've been presented with a question of law. Absolutely. The question of law is whether the present guidance gives appropriate weight to the Convention rights that are in play here, that is a question of law. Yes. We can't duck it just because we would like Family Justice Council to provide us with a solution. No. But it is, respectfully, a question of how far we go down the route, and where the line is"
01:58:30.920,01:58:31.390,spk_3,"drawn,"
01:58:31.950,01:59:02.970,spk_0,"and all these are very real considerations within that. How are things in Well Street, Ms Branigan, because if you're wanting to -- I don't know, I simply don't know, but I suspect not great. Well, it's a much better design court than -- Oh, absolutely but the sheer volume of stuff going through the registries, and that again, of course, on a private basis is a real consideration, because, of course, that's where the vast majority of that work is done. Can"
01:59:02.970,01:59:10.320,spk_1,"you give me a ballpark figure for how long it takes, roughly from an accusation to a fact finding session in the care proceedings?"
01:59:13.430,01:59:15.340,spk_0,"Anecdotally, nine to twelve months."
01:59:16.060,01:59:17.300,spk_1,"Nine to twelve months?"
01:59:17.300,01:59:30.540,spk_0,"Yes, depending on the complexity of it. I think some centres are getting in the more straightforward fact finding cases, perhaps in six."
01:59:33.600,01:59:39.550,spk_1,"But in these criminal cases, how long do we think they were, where do we find that statistic, I've lost it."
01:59:39.810,01:59:42.810,spk_0,"That statistic is in -- It's page 34, is it? Yes."
01:59:45.560,01:59:46.700,spk_1,"Measuring up."
01:59:46.710,01:59:48.040,spk_0,"Measuring up, page 34."
01:59:48.580,01:59:49.800,spk_1,"Yeah, that's right, 34. Time"
01:59:49.800,01:59:53.060,spk_0,"to trial, 311. Well,"
01:59:53.070,02:00:05.260,spk_1,"I mean that, and that, the bottom figure there is average, of course, it's a great range, but average eight months, but I mean."
02:00:07.010,02:00:12.540,spk_0,"Well, of course, that's from the defendant's first court appearance. And,"
02:00:12.540,02:00:13.020,spk_3,"of course -- [Inaudible] --"
02:00:14.090,02:00:19.370,spk_0,"that average time of eight months at the bottom comes from the defendant's first court appearance."
02:00:19.470,02:00:20.000,spk_1,"First court appearance"
02:00:20.000,02:00:20.740,spk_4,"where?"
02:00:21.300,02:00:23.090,spk_0,"As I understand it, the Crown Court."
02:00:23.100,02:00:24.350,spk_1,"I see, not [inaudible]."
02:00:25.390,02:00:27.070,spk_0,"And, of course, here,"
02:00:27.180,02:00:28.880,spk_3,"the complaint"
02:00:28.880,02:00:33.810,spk_0,"is made in June, and the charge is either at the end of September or the beginning of October,"
02:00:33.820,02:00:34.830,spk_3,"I can't remember exactly"
02:00:34.830,02:00:41.210,spk_0,"where it falls in that, but it's after the 21st of September, before the 23rd of October. So there's another built in three"
02:00:41.210,02:00:42.680,spk_1,"months within that. I"
02:00:42.690,02:00:55.530,spk_0,"think it's, broadly speaking, it is unusual to get a trial of, particularly a sexual abuse allegation, much under a year from the date of --"
02:00:55.540,02:00:56.260,spk_4,"The average is 13 months, according to this [inaudible]."
02:00:56.270,02:01:45.460,spk_0,"Yes, so my anecdotal experience fits with this, and of course that in a sense, highlights everything that experts and the assessments have made, which is that delay is the biggest enemy in these sort of situations, and it doesn't seem as if we're able to address that. That's where we are, and we have to be thinking about that in terms of impacts on children. Could I -- within our case statement, I think we set out the various paths that we felt that"
02:01:46.920,02:01:47.200,spk_3,"the"
02:01:47.210,02:01:48.020,spk_0,"Court should go"
02:01:48.020,02:01:50.290,spk_3,"down. And"
02:01:51.400,02:01:52.050,spk_0,"it's fair to"
02:01:52.050,02:01:53.100,spk_2,"say we've refined our"
02:01:53.100,02:03:17.870,spk_0,"thinking somewhat. [Pause, pages turning]. [Whispering]. Cafcass, on behalf the child, either this specific child, or children generally, recognise how important it is to get, as far as it's possible, the right outcome for the child. That's in every case what underpins our thinking. Within the correctness of the outcome, must come into consideration the process itself, that the process should not become abusive to the children, either who have made allegations, or who are the subject of the proceedings overall. My understanding is that Mr Geekie accepts that. I may be putting his case"
02:03:17.880,02:03:19.050,spk_4,"on"
02:03:19.050,02:03:21.320,spk_0,"that higher than perhaps, I should. He will tell"
02:03:21.320,02:03:22.600,spk_4,"me"
02:03:22.610,02:05:04.370,spk_0,"if I'm wrong. And respectfully, we do associate ourselves with the comments made by Your Ladyship yesterday, when we were thinking about ABE interviews and what underpins those. The whole purpose of that exercise is an attempt to get the best evidence from the child. And listening to the debate, it's easy, in a sense, to stand at a case which has, say, one issue, one serious allegation of sexual abuse and to say, How is it, within that context, that a court can make a decision without hearing that evidence tested? The reality is that that circumstance does not often arise because, and again -- I feel awful because Your Ladyship has such a wide experience of it, but our sense is that, when you're looking at allegations made by children it's actually quite rare to find a single allegation case. There are frequently issues of neglect, other types of abuse, which may be evident through school, or so forth. And so that very stark situation where one identifies that position, is a very unusual one to find. And within this case,"
02:05:08.460,02:05:08.940,spk_4,"there"
02:05:08.940,02:07:11.160,spk_0,"is a good deal of evidence apart from that of the child C in her two ABE interviews, for the Court to consider. Various terms have been applied to the forensic evidence that there is, but in short, the child complains of the stepfather taking his penis out of her and ejaculating onto her back. The forensic evidence is that there are lines of ejaculate on the inside of this child's underwear and her skirt, on the back. The forensic scientist has been approached, and to her has been put the father's proposition that this could be accounted for by accidental contamination, and the position, as I understand it, is that he suggests that having had intercourse with his wife that afternoon, he removed his underwear, and wiped himself with it. That underwear went into the family washing basket and C's clothes followed it and became accidentally contaminated. The forensic scientist has said that that is an unlikely explanation, for -- Extremely unlikely -- Well, I think it's putting, two -- Well, I've read the statement -- Yes -- and if there are only two competing arguments, it becomes extremely unlikely, that's what she said. There's semen on the tissue, we don't know whose it is, but, with respect, who else within this family is producing ejaculate, which is going onto a"
02:07:11.160,02:07:13.690,spk_4,"tissue? Excuse me, I didn't catch your phrase, there's already two"
02:07:14.170,02:07:14.710,spk_1,"competing what?"
02:07:15.220,02:07:19.290,spk_0,"Explanations for the semen on the clothes, I think she -- [Inaudible] it's."
02:07:19.300,02:07:20.400,spk_4,"Yeah,"
02:07:20.400,02:08:16.620,spk_0,"she then elevates that explanation. You have the accounts of the adults who saw her on the 18th of June, and the very real distress that she was manifesting, and importantly, you have the evidence of other members of the family, and it is, I think, disappointing, and quite understand why the mother says, I don't have an active role to play in this appeal, I'm neutral on the subject, but it doesn't sit very happily with her recent statement, which says, I think there's something in what she says, but I don't think it's all true. She hasn't actually then specified what she accepts and what she doesn't, but what we do know is that she roundly rejects the allegations of physical abuse and domestic violence. So the mother, within the proceedings, is going to be cross-examined on her"
02:08:16.620,02:08:17.640,spk_3,"account."
02:08:18.640,02:09:25.020,spk_0,"There's the question of N. Now, -- I'm so sorry, N. N applied to become a party to these proceedings, and that application was considered and refused by Her Honour Judge Marshall. I can turn up the date of the order, but it's in the autumn time, and she -- Oh, because the witness statements describe her as a party. Yes, she is not a party. She's not a party. She's not a party to the proceedings. I couldn't understand why she would be, but -- No, well, quite. She was represented on two separate hearings, again, I'm gleaning this from my understanding of it, but the application was refused by Her Honour Judge Marshall, and probably rightly so. But she is over 18, she is firmly in the camp of the parents, she lives with mother currently. Query, if allegations made in respect of her by C,"
02:09:27.940,02:09:28.260,spk_4,"she"
02:09:28.260,02:09:56.890,spk_0,"was anxious to become a party, perhaps some thought should be given to her giving evidence. But I think it is important, in the circumstances of this case, to look at what is surrounding this because, it is not, in my submission, as plain as, she says this, he says that. And we do say it's very important also to look at the detail that is attributed by the accused,"
02:09:56.900,02:09:57.380,spk_3,"using"
02:09:57.380,02:10:39.360,spk_0,"that word loosely, to the debate, because if you have a parent who is saying, She's a liar, don't accept any of it, that puts you at one end of the spectrum. If you have a parent who says, Well, I remember that incident because X, Y and Z happened, and there's a different interpretation, or we need to look at the different circumstances, I think that gives a very different flavour to the hearing overall. So there's a lot of, with respect to My Lady, a lot of information that's coming into this decision, and, respectfully, it isn't just about this child against this stepfather. I can't understand what the respect to me is."
02:10:40.290,02:10:40.750,spk_4,"Did"
02:10:40.750,02:11:35.330,spk_0,"I suggest it was, or wasn't? You didn't say it was, and I'm respectfully adopting it. Your Ladyship said these cases are about a whole range of evidence that comes in, and it is extremely unusual, in my submission, to find a case where there is simply no other evidence bar the two competing accounts, and again, respectfully, if that is the case, as indeed it was in the Swansea case, then the decision was called -- the decision was made to call the child, and within what you have as a structure, currently, you have the room to do it. At paragraph 47 of our case statement -- [Pause, pages turning]."
02:11:50.670,02:11:51.560,spk_1,"50 what?"
02:11:51.570,02:12:05.570,spk_0,"47, My Lord, page 18. We set out what we understand to be the principles"
02:12:06.550,02:12:06.870,spk_2,"at"
02:12:06.870,02:12:41.380,spk_0,"present. Can I just turn to the top of page 19 for a moment? Because I think on reflection, with great respect to Lady Justice Smith, we don't feel that that expression of principle as she saw it, is helpful in the context of the debate that we're having."
02:12:41.390,02:12:41.920,spk_3,"Which?"
02:12:42.480,02:12:46.850,spk_0,"Some cases where it's right for a child to give oral evidence, such cases will be rare --"
02:12:46.850,02:12:47.730,spk_1,"The very top bullet point?"
02:12:47.740,02:12:52.050,spk_0,"Yes, and I think the use of the word rare"
02:12:52.750,02:12:52.810,spk_1,""
02:12:52.820,02:13:13.470,spk_0,"is unfortunate in the overall context, because I think it does, again it touches on a debate that was going forward yesterday, that empirically, that may be the outcome, but we do not think it's right to have that as part of a principle, because it puts in a presumption, and it sets the bar too high."
02:13:15.460,02:13:29.220,spk_4,"We were discussing earlier this morning the second point, and possible modification of that, to delete the word undesirable and replace it with, Likely to be damaging."
02:13:29.230,02:14:21.790,spk_0,"Yes, we do not have a difficulty with that at all. So we would say that bulletpoint one stands, that likely to be damaging can be substituted for undesirable, and we've given careful consideration to whether it's exceptional circumstances or another phrase, and I have to say we favour particular justification. We feel again, that exceptional circumstances builds in to the starting point a skew which is not justified in the circumstances. I accept entirely that a starting"
02:14:21.790,02:14:22.420,spk_4,"point"
